id	名称(name)	类型(type)	等级限制(levelLimit)	职业限制(profLimit)	出售价格(price)	配对物品(needItem)	包含物品(containItem)	宝石升级消耗(levelUpCost)	宝石升级概率(levelUpRate)	宝石升级目标(levelUpItem)	力量(strenght)	敏捷(agility)	智力(intellect)	耐力(stamina)	物品图标	升级目标最大消耗	物品描述	兑换需要熔炼值	品质	页面跳转	魂石经验	技能经验	英雄令任务	宝石类型	可镶嵌部位	宝石属性	新旧宝石功能列	宝石等级	升级宝石消耗	宝石兑换宝石卷	套装碎片卖水晶	图纸等级	部位
103103	@Item_103103	26	0	0	0	0	0	0	0	0	0	0	0	0	Item/I_103103.png	0	@Item_Desc_103103	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
103104	@Item_103104	26	0	0	0	0	0	0	0	0	0	0	0	0	Item/I_103104.png	0	@Item_Desc_103104	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
104001	@Item_104001	13	0	0	0	0	0	0	0	0	0	0	0	0	Item/I_104001.png	0	@Item_Desc_104001	0	2	0	100	0	0	0	0	0	0	0	0	0	0	0	0
104002	@Item_104002	13	0	0	0	0	0	0	0	0	0	0	0	0	Item/I_104001.png	0	@Item_Desc_104002	0	3	0	200	0	0	0	0	0	0	0	0	0	0	0	0
104003	@Item_104003	13	0	0	0	0	0	0	0	0	0	0	0	0	Item/I_104001.png	0	@Item_Desc_104003	0	4	0	400	0	0	0	0	0	0	0	0	0	0	0	0
104004	@Item_104004	13	0	0	0	0	0	0	0	0	0	0	0	0	Item/I_104001.png	0	@Item_Desc_104004	0	5	0	1000	0	0	0	0	0	0	0	0	0	0	0	0
104101	@Item_104101	6	0	0	0	0	0	0	0	0	0	0	0	0	Item/I_104101.png	0	@Item_Desc_104101	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
104201	@Item_104201	16	0	0	0	0	0	300000_104201_6	0	104202	104202	0	0	0	Item/I_104201.png	0	@Item_Desc_104201	0	3	0	0	10	0	0	0	0	0	0	0	0	0	0	0
104202	@Item_104202	16	0	0	0	0	0	50_104202_6	0	104203	104203	0	0	0	Item/I_104201.png	0	@Item_Desc_104202	0	4	0	0	20	0	0	0	0	0	0	0	0	0	0	0
104203	@Item_104203	16	0	0	0	0	0	0	0	0	0	0	0	0	Item/I_104201.png	0	@Item_Desc_104203	0	5	0	0	50	0	0	0	0	0	0	0	0	0	0	0
104211	@Item_104211	6	0	0	0	0	0	0	0	0	0	0	0	0	Item/I_104211.png	0	@Item_Desc_104211	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
104212	@Item_104212	6	0	0	0	0	0	0	0	0	0	0	0	0	Item/I_104212.png	0	@Item_Desc_104212	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
104213	@Item_104213	6	0	0	0	0	0	0	0	0	0	0	0	0	Item/I_104213.png	0	@Item_Desc_104213	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105001	@Item_105001	37	0	0	0	0	0	0	0	0	0	0	0	0	Item/I_105001.png	0	@Item_Desc_105001	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105002	@Item_105002	38	0	0	0	0	0	0	0	0	0	0	0	0	Item/I_105002.png	0	@Item_Desc_105002	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106001	@Item_106001	35	0	0	0	0	0	0	0	0	0	0	0	0	Item/I_106001.png	0	@Item_Desc_106001	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106011	@Item_106011	35	0	0	10000	0	0	0	0	0	0	0	0	0	Item/I_106011.png	0	@Item_Desc_106011	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106101	@Item_106101	35	0	0	10000	0	0	0	0	0	0	0	0	0	Item/I_106101.png	0	@Item_Desc_106101	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106102	@Item_106102	35	0	0	10000	0	0	0	0	0	0	0	0	0	Item/I_106102.png	0	@Item_Desc_106102	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29999	@Item_29999	10	0	0	0	0	0	0	0	0	0	0	0	0	Item/I_Shell_29999.png	0	@Item_Desc_29999	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110106	@Item_110106	20	0	0	0	0	30000_301061_10_1,30000_301062_10_2,30000_301063_10_3	0	0	0	0	0	0	0	Item/I_110106.png	0	@Item_Desc_110106	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110205	@Item_110205	20	0	0	0	0	30000_302051_10_1,30000_302052_10_2,30000_302053_10_3	0	0	0	0	0	0	0	Item/I_110205.png	0	@Item_Desc_110205	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110305	@Item_110305	20	0	0	0	0	30000_303051_10_1,30000_303052_10_2,30000_303053_10_3	0	0	0	0	0	0	0	Item/I_110305.png	0	@Item_Desc_110305	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110306	@Item_110306	20	0	0	0	0	30000_303061_10_1,30000_303062_10_2,30000_303063_10_3	0	0	0	0	0	0	0	Item/I_110306.png	0	@Item_Desc_110306	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110406	@Item_110406	20	0	0	0	0	30000_304061_10_1,30000_304062_10_2,30000_304063_10_3	0	0	0	0	0	0	0	Item/I_110406.png	0	@Item_Desc_110406	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110505	@Item_110505	20	0	0	0	0	30000_305051_10_1,30000_305052_10_2,30000_305053_10_3	0	0	0	0	0	0	0	Item/I_110505.png	0	@Item_Desc_110505	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110605	@Item_110605	20	0	0	0	0	30000_306051_10_1,30000_306052_10_2,30000_306053_10_3	0	0	0	0	0	0	0	Item/I_110605.png	0	@Item_Desc_110605	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110606	@Item_110606	20	0	0	0	0	30000_306061_10_1,30000_306062_10_2,30000_306063_10_3	0	0	0	0	0	0	0	Item/I_110606.png	0	@Item_Desc_110606	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110706	@Item_110706	20	0	0	0	0	30000_307061_10_1,30000_307062_10_2,30000_307063_10_3	0	0	0	0	0	0	0	Item/I_110706.png	0	@Item_Desc_110706	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110805	@Item_110805	20	0	0	0	0	30000_308051_10_1,30000_308052_10_2,30000_308053_10_3	0	0	0	0	0	0	0	Item/I_110805.png	0	@Item_Desc_110805	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110905	@Item_110905	20	0	0	0	0	30000_309051_10_1,30000_309052_10_2,30000_309053_10_3	0	0	0	0	0	0	0	Item/I_110905.png	0	@Item_Desc_110905	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110906	@Item_110906	20	0	0	0	0	30000_309061_10_1,30000_309062_10_2,30000_309063_10_3	0	0	0	0	0	0	0	Item/I_110906.png	0	@Item_Desc_110906	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
111006	@Item_111006	20	0	0	0	0	30000_310061_10_1,30000_310062_10_2,30000_310063_10_3	0	0	0	0	0	0	0	Item/I_111006.png	0	@Item_Desc_111006	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
111105	@Item_111105	20	0	0	0	0	30000_311051_10_1,30000_311052_10_2,30000_311053_10_3	0	0	0	0	0	0	0	Item/I_111105.png	0	@Item_Desc_111105	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
111205	@Item_111205	20	0	0	0	0	30000_312051_10_1,30000_312052_10_2,30000_312053_10_3	0	0	0	0	0	0	0	Item/I_111205.png	0	@Item_Desc_111205	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
111206	@Item_111206	20	0	0	0	0	30000_312061_10_1,30000_312062_10_2,30000_312063_10_3	0	0	0	0	0	0	0	Item/I_111206.png	0	@Item_Desc_111206	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
111305	@Item_111305	20	0	0	0	0	40000_61320105_1_1,40000_61320205_1_2,40000_61320305_1_3	0	0	0	0	0	0	0	Item/I_111305.png	0	@Item_Desc_111305	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
111306	@Item_111306	20	0	0	0	0	40000_61320106_1_1,40000_61320206_1_2,40000_61320306_1_3	0	0	0	0	0	0	0	Item/I_111306.png	0	@Item_Desc_111306	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
199901	@Item_199901	37	0	0	0	0	80000_1_1	0	0	0	0	0	0	0	0	0	@Item_Desc_199901	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
201001	@Item_201001	8	0	0	0	0	2010001_0_1_10000	0	0	0	0	0	0	0	Item/I_201001.png	0	@Item_Desc_201001	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
201002	@Item_201002	8	0	0	0	0	2010002_0_1_10000	0	0	0	0	0	0	0	Item/I_201001.png	0	@Item_Desc_201002	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
201003	@Item_201003	8	0	0	0	0	2010003_0_1_10000	0	0	0	0	0	0	0	Item/I_201001.png	0	@Item_Desc_201003	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
201004	@Item_201004	8	0	0	0	0	2010004_0_1_10000	0	0	0	0	0	0	0	Item/I_201001.png	0	@Item_Desc_201004	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
201005	@Item_201005	8	0	0	0	0	2010005_0_1_10000	0	0	0	0	0	0	0	Item/I_201001.png	0	@Item_Desc_201005	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
201006	@Item_201006	8	0	0	0	0	2010006_0_1_10000	0	0	0	0	0	0	0	Item/I_201001.png	0	@Item_Desc_201006	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
201007	@Item_201007	8	0	0	0	0	2010007_0_1_10000	0	0	0	0	0	0	0	Item/I_201001.png	0	@Item_Desc_201007	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
202001	@Item_202001	12	0	0	0	202011	2020101_0_1_10000	0	0	0	0	0	0	0	Item/I_202001.png	0	@Item_Desc_202001	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
202002	@Item_202002	12	0	0	0	202012	2020102_0_1_10000	0	0	0	0	0	0	0	Item/I_202002.png	0	@Item_Desc_202002	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
202003	@Item_202003	12	0	0	0	202013	2020103_0_1_10000	0	0	0	0	0	0	0	Item/I_202003.png	0	@Item_Desc_202003	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
202011	@Item_202011	12	0	0	0	202001	2020101_0_1_10000	0	0	0	0	0	0	0	Item/I_202011.png	0	@Item_Desc_202011	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
202012	@Item_202012	12	0	0	0	202002	2020102_0_1_10000	0	0	0	0	0	0	0	Item/I_202012.png	0	@Item_Desc_202012	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
202013	@Item_202013	12	0	0	0	202003	2020103_0_1_10000	0	0	0	0	0	0	0	Item/I_202013.png	0	@Item_Desc_202013	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
202101	@Item_202101	12	0	0	0	0	2021011_0_1_10000,2021012_0_1_10000	0	0	0	0	0	0	0	Item/I_ACT_27.png	0	@Item_Desc_202101	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
202102	@Item_202102	12	0	0	0	0	2021021_0_1_10000	0	0	0	0	0	0	0	Item/I_ACT_27.png	0	@Item_Desc_202102	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
202103	@Item_202103	12	0	0	0	0	2021031_0_1_10000,2021032_0_1_10000	0	0	0	0	0	0	0	Item/I_ACT_27.png	0	@Item_Desc_202103	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
202104	@Item_202104	12	0	0	0	0	2021041_0_1_10000,2021042_0_1_10000	0	0	0	0	0	0	0	Item/I_ACT_27.png	0	@Item_Desc_202104	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
202105	@Item_202105	12	0	0	0	0	2021051_0_1_10000,2021052_0_1_10000	0	0	0	0	0	0	0	Item/I_ACT_27.png	0	@Item_Desc_202105	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
202021	@Item_202021	7	0	0	0	0	0	0	0	0	0	0	0	0	Item/I_202021.png	0	@Item_Desc_202021	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
202022	@Item_202022	7	0	0	0	0	0	0	0	0	0	0	0	0	Item/I_202022.png	0	@Item_Desc_202022	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
202031	@Item_202031	12	0	0	0	0	2020311_0_1_10000	0	0	0	0	0	0	0	Item/I_202031.png	0	@Item_Desc_202031	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
202032	@Item_202032	12	0	0	0	0	2020321_0_1_10000	0	0	0	0	0	0	0	Item/I_202032.png	0	@Item_Desc_202032	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
202033	@Item_202033	12	0	0	0	0	2020331_0_1_10000	0	0	0	0	0	0	0	Item/I_202033.png	0	@Item_Desc_202033	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
202041	@Item_202041	12	0	0	0	0	2020411_0_1_10000,2020412_0_1_10000	0	0	0	0	0	0	0	Item/I_ACT_27.png	0	@Item_Desc_202041	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
202042	@Item_202042	12	0	0	0	0	2020421_0_1_10000,2020422_0_1_10000	0	0	0	0	0	0	0	Item/I_ACT_27.png	0	@Item_Desc_202042	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
202043	@Item_202043	12	0	0	0	0	2020431_0_1_10000,2020432_0_1_10000	0	0	0	0	0	0	0	Item/I_ACT_27.png	0	@Item_Desc_202043	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
203001	@Item_203001	12	0	0	0	0	10000_1006_1000_10000	0	0	0	0	0	0	0	Item/I_203001.png	0	@Item_Desc_203001	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
203002	@Item_203002	12	0	0	0	0	10000_1006_2000_10000	0	0	0	0	0	0	0	Item/I_203001.png	0	@Item_Desc_203002	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
203003	@Item_203003	12	0	0	0	0	10000_1006_5000_10000	0	0	0	0	0	0	0	Item/I_203001.png	0	@Item_Desc_203003	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
203011	工会元气	7	0	0	0	0	10000_2001_10000_10000	0	0	0	0	0	0	0	Item/I_203011.png	0	工会元气	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
203101	@Item_203101	20	0	0	0	0	30000_401051_1_1,30000_401052_1_2,30000_401053_1_3	0	0	0	0	0	0	0	Item/I_203101.png	0	@Item_Desc_203101	0	5	0	0	0	0	0	0	0	0	0	0	0	0	105	0
203102	@Item_203101	20	0	0	0	0	30000_402051_1_1,30000_402052_1_2,30000_402053_1_3	0	0	0	0	0	0	0	Item/I_203101.png	0	@Item_Desc_203102	0	5	0	0	0	0	0	0	0	0	0	0	0	0	110	0
203103	@Item_203101	20	0	0	0	0	30000_403051_1_1,30000_403052_1_2,30000_403053_1_3	0	0	0	0	0	0	0	Item/I_203101.png	0	@Item_Desc_203103	0	5	0	0	0	0	0	0	0	0	0	0	0	0	115	0
203104	@Item_203101	20	0	0	0	0	30000_404051_1_1,30000_404052_1_2,30000_404053_1_3	0	0	0	0	0	0	0	Item/I_203101.png	0	@Item_Desc_203104	0	5	0	0	0	0	0	0	0	0	0	0	0	0	120	0
203105	@Item_203101	20	0	0	0	0	30000_405051_1_1,30000_405052_1_2,30000_405053_1_3	0	0	0	0	0	0	0	Item/I_203101.png	0	@Item_Desc_203105	0	5	0	0	0	0	0	0	0	0	0	0	0	0	125	0
203106	@Item_203101	20	0	0	0	0	30000_406051_1_1,30000_406052_1_2,30000_406053_1_3	0	0	0	0	0	0	0	Item/I_203101.png	0	@Item_Desc_203106	0	5	0	0	0	0	0	0	0	0	0	0	0	0	130	0
203107	@Item_203101	20	0	0	0	0	30000_407051_1_1,30000_407052_1_2,30000_407053_1_3	0	0	0	0	0	0	0	Item/I_203101.png	0	@Item_Desc_203107	0	5	0	0	0	0	0	0	0	0	0	0	0	0	135	0
203108	@Item_203101	20	0	0	0	0	30000_408051_1_1,30000_408052_1_2,30000_408053_1_3	0	0	0	0	0	0	0	Item/I_203101.png	0	@Item_Desc_203108	0	5	0	0	0	0	0	0	0	0	0	0	0	0	140	0
203109	@Item_203101	20	0	0	0	0	30000_409051_1_1,30000_409052_1_2,30000_409053_1_3	0	0	0	0	0	0	0	Item/I_203101.png	0	@Item_Desc_203109	0	5	0	0	0	0	0	0	0	0	0	0	0	0	145	0
203110	@Item_203101	20	0	0	0	0	30000_410051_1_1,30000_410052_1_2,30000_410053_1_3	0	0	0	0	0	0	0	Item/I_203101.png	0	@Item_Desc_203110	0	5	0	0	0	0	0	0	0	0	0	0	0	0	150	0
203201	@Item_203201	20	0	0	0	0	30000_401061_1_1,30000_401062_1_2,30000_401063_1_3	0	0	0	0	0	0	0	Item/I_203201.png	0	@Item_Desc_203201	0	5	0	0	0	0	0	0	0	0	0	0	0	0	105	0
203202	@Item_203201	20	0	0	0	0	30000_402061_1_1,30000_402062_1_2,30000_402063_1_3	0	0	0	0	0	0	0	Item/I_203201.png	0	@Item_Desc_203202	0	5	0	0	0	0	0	0	0	0	0	0	0	0	110	0
203203	@Item_203201	20	0	0	0	0	30000_403061_1_1,30000_403062_1_2,30000_403063_1_3	0	0	0	0	0	0	0	Item/I_203201.png	0	@Item_Desc_203203	0	5	0	0	0	0	0	0	0	0	0	0	0	0	115	0
203204	@Item_203201	20	0	0	0	0	30000_404061_1_1,30000_404062_1_2,30000_404063_1_3	0	0	0	0	0	0	0	Item/I_203201.png	0	@Item_Desc_203204	0	5	0	0	0	0	0	0	0	0	0	0	0	0	120	0
203205	@Item_203201	20	0	0	0	0	30000_405061_1_1,30000_405062_1_2,30000_405063_1_3	0	0	0	0	0	0	0	Item/I_203201.png	0	@Item_Desc_203205	0	5	0	0	0	0	0	0	0	0	0	0	0	0	125	0
203206	@Item_203201	20	0	0	0	0	30000_406061_1_1,30000_406062_1_2,30000_406063_1_3	0	0	0	0	0	0	0	Item/I_203201.png	0	@Item_Desc_203206	0	5	0	0	0	0	0	0	0	0	0	0	0	0	130	0
203207	@Item_203201	20	0	0	0	0	30000_407061_1_1,30000_407062_1_2,30000_407063_1_3	0	0	0	0	0	0	0	Item/I_203201.png	0	@Item_Desc_203207	0	5	0	0	0	0	0	0	0	0	0	0	0	0	135	0
203208	@Item_203201	20	0	0	0	0	30000_408061_1_1,30000_408062_1_2,30000_408063_1_3	0	0	0	0	0	0	0	Item/I_203201.png	0	@Item_Desc_203208	0	5	0	0	0	0	0	0	0	0	0	0	0	0	140	0
203209	@Item_203201	20	0	0	0	0	30000_409061_1_1,30000_409062_1_2,30000_409063_1_3	0	0	0	0	0	0	0	Item/I_203201.png	0	@Item_Desc_203209	0	5	0	0	0	0	0	0	0	0	0	0	0	0	145	0
203210	@Item_203201	20	0	0	0	0	30000_410061_1_1,30000_410062_1_2,30000_410063_1_3	0	0	0	0	0	0	0	Item/I_203201.png	0	@Item_Desc_203210	0	5	0	0	0	0	0	0	0	0	0	0	0	0	150	0
204001	@Item_204001	12	0	0	0	0	2020201_0_1_10000	0	0	0	0	0	0	0	Item/I_204001.png	0	@Item_Desc_204001	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
204002	@Item_204002	12	0	0	0	0	2020202_0_1_10000	0	0	0	0	0	0	0	Item/I_204002.png	0	@Item_Desc_204002	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
205101	@Item_205101	12	0	0	0	0	30000_104003_1_10000	0	0	0	0	0	0	0	Item/I_Shell_1.png	0	@Item_Desc_205101	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
205102	@Item_205102	12	0	0	0	0	30000_104202_1_10000	0	0	0	0	0	0	0	Item/I_Shell_2.png	0	@Item_Desc_205102	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
205103	@Item_205103	12	0	0	0	0	30000_106001_10_10000	0	0	0	0	0	0	0	Item/I_Shell_3.png	0	@Item_Desc_205103	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
205104	@Item_205104	12	0	0	0	0	30000_103001_1_10000	0	0	0	0	0	0	0	Item/I_Shell_4.png	0	@Item_Desc_205104	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
205105	@Item_205105	12	0	0	0	0	30000_101001_50_10000	0	0	0	0	0	0	0	Item/I_Shell_5.png	0	@Item_Desc_205105	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
205106	@Item_205106	12	0	0	0	0	10000_1011_200_10000	0	0	0	0	0	0	0	Item/I_Shell_6.png	0	@Item_Desc_205106	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
205201	@Item_205201	12	0	0	0	0	30000_104004_1_10000	0	0	0	0	0	0	0	Item/I_Shell_7.png	0	@Item_Desc_205201	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
205202	@Item_205202	12	0	0	0	0	30000_103002_1_10000	0	0	0	0	0	0	0	Item/I_Shell_8.png	0	@Item_Desc_205202	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
205203	@Item_205203	12	0	0	0	0	70000_116_4_10000	0	0	0	0	0	0	0	Item/I_Shell_9.png	0	@Item_Desc_205203	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
205204	@Item_205204	12	0	0	0	0	70000_119_5_10000	0	0	0	0	0	0	0	Item/I_Shell_10.png	0	@Item_Desc_205204	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
205205	@Item_205205	12	0	0	0	0	70000_120_5_10000	0	0	0	0	0	0	0	Item/I_Shell_11.png	0	@Item_Desc_205205	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
205301	@Item_205301	12	0	0	0	0	70000_118_5_10000	0	0	0	0	0	0	0	Item/I_Shell_12.png	0	@Item_Desc_205301	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
211001	@Item_211001	7	0	0	0	0	30000_104212_10,30000_103102_1	0	0	0	0	0	0	0	Item/I_ACT_1.png	0	@Item_Desc_211001	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
211002	@Item_211002	7	0	0	0	0	30000_103001_2,30000_103102_1,30000_101002_2	0	0	0	0	0	0	0	Item/I_ACT_2.png	0	@Item_Desc_211002	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
211003	@Item_211003	7	0	0	0	0	30000_103002_4,30000_103102_2,30000_104002_2	0	0	0	0	0	0	0	Item/I_ACT_3.png	0	@Item_Desc_211003	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
211004	@Item_211004	7	0	0	0	0	30000_103002_6,30000_103102_3,30000_104101_10	0	0	0	0	0	0	0	Item/I_ACT_4.png	0	@Item_Desc_211004	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
211005	@Item_211005	7	0	0	0	0	30000_103002_8,30000_103102_4,30000_104101_10	0	0	0	0	0	0	0	Item/I_ACT_5.png	0	@Item_Desc_211005	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
211006	@Item_211006	7	0	0	0	0	30000_103002_10,30000_103102_5,30000_104101_10	0	0	0	0	0	0	0	Item/I_ACT_5.png	0	@Item_Desc_211006	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
